"site_code","year","tag","date","field_team","unhealthy","cow","n_small_trees","n_medium_trees","n_small_dead","n_medium_dead","n_dead_down","n_standing_dead","site_notes","n_aspen_trees_surveyed","n_tree_species","plot_radius_m","plot_area_m2","n_adult_dead","n_adult_damaged","n_standing","n_fallen","n_standing_dead_full_survey","n_alive","dbh_center_live","dbh_mean_live","basal_area_live_m2","basal_area_density_live","plot_area_m2_derived","n_standing_in_previous_survey","n_still_standing_in_current_year","n","FRACTION_STANDING_AFTER_NUM_YEARS","pfailure","expected_fallen_dead","n_adult_dead_w_background_mortality_estimate","n_adult_dead_or_damaged","n_adult_dead_per_m2","n_adult_damaged_per_m2","n_adult_dead_or_damaged_per_m2","n_standing_dead_per_m2","n_adult_dead_w_background_mortality_estimate_per_m2","frac_adult_dead","frac_adult_damaged","frac_adult_dead_or_damaged","frac_standing_dead","frac_adult_dead_w_background_mortality_estimate","frac_adult_dead_per_m2","frac_adult_damaged_per_m2","frac_adult_dead_or_damaged_per_m2","frac_standing_dead_per_m2","frac_adult_dead_w_background_mortality_estimate_per_m2"
"BCNTS01",2023,501,2023-06-26,"EC CP",0,1,52,0,20,1,0,2,NA,1,1,NA,NA,2,NA,1,0,0,1,26.1,NA,0.0535021082887976,NA,34.2119439975928,11,11,3,NA,NA,0.466850165968275,2.46685016596827,NA,0.0584591159198881,NA,NA,0.0584591159198881,0.0721049399046673,0.181818181818182,NA,NA,0.181818181818182,0.224259105997116,0.00531446508362619,NA,NA,0.00531446508362619,0.00655499453678794
"BCOE",2018,268,2018-07-10,NA,NA,NA,2,0,NA,NA,NA,1,NA,11,1,4.3,58.0880481648753,2,0,11,0,1,10,37.2,29.0888888888889,0.644805608963998,0.0111004867495944,58.0880481648753,NA,NA,NA,NA,NA,NA,2,2,0.0344304906634711,0,0.0344304906634711,0.0172152453317356,0.0344304906634711,0.181818181818182,0,0.181818181818182,1,0.181818181818182,0.0031300446057701,0,0.0031300446057701,0.0172152453317356,0.0031300446057701
"BCOE",2023,268,2023-07-06,"VM, MB",0,0,0,0,1,0,6,3,"pretty healthy, one conjoined tree pretty much dead (counted in standing dead count)",1,1,NA,NA,3,NA,1,0,0,1,37.5,NA,0.110446616727766,NA,58.0880481648753,11,11,5,NA,NA,0.767023423802733,3.76702342380273,NA,0.0516457359952067,NA,NA,0.0516457359952067,0.0648502324111585,0.272727272727273,NA,NA,0.272727272727273,0.342456674891157,0.00469506690865516,NA,NA,0.00469506690865516,0.00589547567374169
"BCSFE01",2018,502,2018-08-08,NA,0,1,0,2,NA,NA,NA,1,"Brush creek small forest extension",11,1,2.5,19.6349540849362,1,0,11,0,1,10,23.7,17.21,0.247376074127131,0.01259876,19.6349540849362,NA,NA,NA,NA,NA,NA,1,1,0.0509295817894065,0,0.0509295817894065,0.0509295817894065,0.0509295817894065,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00462996198085514,0,0.00462996198085514,0.0509295817894065,0.00462996198085514
"BCSFE01",2020,502,2020-07-14,"Gavin, Courtenay, Aiden",0,1,0,2,3,0,7,1,NA,12,1,2.5,19.6349540849362,1,0,12,0,1,11,24,17.3636363636364,0.276359622550987,0.01407488,19.6349540849362,11,11,2,1,0,0.313477534090597,1,1,0.0509295817894065,0,0.0509295817894065,0.0509295817894065,0.0509295817894065,0.0833333333333333,0,0.0833333333333333,1,0.0833333333333333,0.00424413181578388,0,0.00424413181578388,0.0509295817894065,0.00424413181578388
"BCSFE01",2023,502,2023-06-27,"EC CP",0,1,8,1,2,1,5,1,"at stand edge, very open",1,1,NA,NA,1,NA,1,0,0,1,24.4,NA,0.0467594650560305,NA,19.6349540849362,12,12,3,NA,NA,0.509291090147209,1.50929109014721,NA,0.0509295817894065,NA,NA,0.0509295817894065,0.0768675640196748,0.0909090909090909,NA,NA,0.0909090909090909,0.137208280922474,0.00462996198085514,NA,NA,0.00462996198085514,0.00698796036542498
"BDGAP",2018,445,2018-07-25,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,5.3,88.2473376393373,0,0,11,0,0,11,25.4,23.8090909090909,0.493551274462427,0.00559281772872908,88.2473376393373,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDGAP",2020,445,2020-07-27,"Gavin + Aidan",0,0,0,0,0,0,4,1,"na",13,1,5,78.5398163397448,1,0,13,0,1,12,25.8,23.825,0.539019544937832,0.00686301,78.5398163397448,11,11,2,1,0,0.313477534090597,1,1,0.0127323954473516,0,0.0127323954473516,0.0127323954473516,0.0127323954473516,0.0769230769230769,0,0.0769230769230769,1,0.0769230769230769,0.000979415034411664,0,0.000979415034411664,0.0127323954473516,0.000979415034411664
"BDGAP",2023,445,2023-07-05,"EC, VM, MB",0,0,13,0,0,0,2,2,NA,1,1,NA,NA,2,NA,1,0,0,1,26.1,NA,0.0535021082887976,NA,88.2473376393373,13,13,3,NA,NA,0.551732014326143,2.55173201432614,NA,0.0226635732419929,NA,NA,0.0226635732419929,0.0289156827003094,0.181818181818182,NA,NA,0.181818181818182,0.231975637666013,0.00206032484018118,NA,NA,0.00206032484018118,0.00262869842730085
"BDRF",2018,99,2018-06-28,NA,NA,NA,20,1,NA,NA,NA,1,NA,11,1,3.2,32.1699087727595,1,2,11,0,1,10,24.2,17.14,0.28554249787743,0.00887607421875,32.1699087727595,NA,NA,NA,NA,NA,NA,1,3,0.0310849498226358,0.0621698996452716,0.0932548494679074,0.0310849498226358,0.0310849498226358,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00282590452933053,0.00565180905866106,0.00847771358799158,0.0310849498226358,0.00282590452933053
"BDRF",2023,99,2023-07-11,"HL VM",0,0,9,8,1,2,3,0,NA,1,1,NA,NA,0,NA,1,0,0,1,24.7,NA,0.0479163565507149,NA,32.1699087727595,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.0238428846416943,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.00216753496742675
"BFPMS",2018,412,2018-07-23,NA,0,0,12,2,NA,NA,NA,1,NA,11,1,3.4,36.316811075498,1,2,11,0,1,10,9,10.96,0.0992036420187317,0.00273161764705882,36.316811075498,NA,NA,NA,NA,NA,NA,1,3,0.0275354572823348,0.0550709145646697,0.0826063718470045,0.0275354572823348,0.0275354572823348,0.0909090909090909,0.181818181818182,0.272727272727273,1,0.0909090909090909,0.00250322338930317,0.00500644677860633,0.0075096701679095,0.0275354572823348,0.00250322338930317
"BFPMS",2020,412,2020-07-20,"Gavin, Aiden",1,0,9,4,2,0,8,2,NA,12,1,3.2,32.1699087727595,2,2,12,0,2,10,9.4,10.96,0.100337756966678,0.003118994140625,32.1699087727595,11,11,2,1,0,0.313477534090597,2,4,0.0621698996452716,0.0621698996452716,0.124339799290543,0.0621698996452716,0.0621698996452716,0.166666666666667,0.166666666666667,0.333333333333333,2,0.166666666666667,0.0051808249704393,0.0051808249704393,0.0103616499408786,0.0621698996452716,0.0051808249704393
"BFPMS",2023,412,2023-07-17,"EC, HL",1,0,5,11,0,0,6,2,"very open, surrounding conifers",12,1,3.2,32.1699087727595,2,5,12,0,2,10,10.1,11.38,0.107916849243463,0.00335458984375,32.1699087727595,12,12,3,1,0,0.509291090147209,2,7,0.0621698996452716,0.155424749113179,0.217594648758451,0.0621698996452716,0.0621698996452716,0.166666666666667,0.416666666666667,0.583333333333333,2,0.166666666666667,0.0051808249704393,0.0129520624260983,0.0181328873965376,0.0621698996452716,0.0051808249704393
"BJSRA01",2018,487,2018-07-27,NA,0,0,3,0,NA,NA,NA,1,"Be joyful slate river A. coordinates updated based on Lake data.",10,1,5.7,102.070345315132,1,0,10,0,1,9,23.1,16.6333333333333,0.207234373995887,0.00203030932594644,102.070345315132,NA,NA,NA,NA,NA,NA,1,1,0.00979716485638014,0,0.00979716485638014,0.00979716485638014,0.00979716485638014,0.1,0,0.1,1,0.1,0.000979716485638014,0,0.000979716485638014,0.00979716485638014,0.000979716485638014
"BJSRA01",2020,487,2020-07-21,"Gavin, Courtenay",1,0,0,0,4,0,5,1,"Slate river A, bimodal leaf size",11,1,5.9,109.358840271461,1,10,11,0,1,10,23.5,15.67,0.213770457511681,0.00195476156276932,109.358840271461,10,10,2,1,0,0.284979576445997,1,11,0.00914420816385495,0.0914420816385495,0.100586289802404,0.00914420816385495,0.00914420816385495,0.0909090909090909,0.909090909090909,1,1,0.0909090909090909,0.00083129165125954,0.00831291651259541,0.00914420816385495,0.00914420816385495,0.00083129165125954
"BJSRA01",2023,487,2023-07-07,"EC, MB",1,1,10,0,1,0,6,2,"very open",1,1,NA,NA,2,NA,1,0,0,1,23.7,NA,0.0441150294398713,NA,102.070345315132,11,11,3,NA,NA,0.466850165968275,2.46685016596827,NA,0.0195943297127603,NA,NA,0.0195943297127603,0.0241681377519799,0.181818181818182,NA,NA,0.181818181818182,0.224259105997116,0.00178130270116003,NA,NA,0.00178130270116003,0.00219710343199817
"BJSRB01",2018,488,2018-07-27,NA,0,0,7,3,NA,NA,NA,2,"Be joyful slate river B. coordinates updated with data from Lake.",11,1,5.4,91.6088417786784,2,0,11,0,2,9,12.4,14.0777777777778,0.178048978244038,0.00194357853223594,91.6088417786784,NA,NA,NA,NA,NA,NA,2,2,0.0218319537848965,0,0.0218319537848965,0.0218319537848965,0.0218319537848965,0.181818181818182,0,0.181818181818182,2,0.181818181818182,0.00198472307135423,0,0.00198472307135423,0.0218319537848965,0.00198472307135423
"BJSRB01",2020,488,2020-07-21,"Gavin, Courtenay",1,0,18,3,1,0,5,2,"Many different sized leaves on trees",14,1,5.4,91.6088417786784,2,9,14,0,2,12,12.3,12.525,0.196856122664753,0.0021488768861454,91.6088417786784,11,11,2,1,0,0.313477534090597,2,11,0.0218319537848965,0.0982437920320341,0.120075745816931,0.0218319537848965,0.0218319537848965,0.142857142857143,0.642857142857143,0.785714285714286,2,0.142857142857143,0.00155942527034975,0.00701741371657387,0.00857683898692362,0.0218319537848965,0.00155942527034975
"BJSRB01",2023,488,2023-07-07,"EC, MB",1,1,28,3,6,0,4,5,"very open (roughly standard leaf sizes)",1,1,NA,NA,5,NA,1,0,0,1,13.1,NA,0.0134782178820636,NA,91.6088417786784,14,14,3,NA,NA,0.594172938505077,5.59417293850508,NA,0.0545798844622412,NA,NA,0.0545798844622412,0.0610658625290807,0.454545454545455,NA,NA,0.454545454545455,0.508561176227734,0.00496180767838556,NA,NA,0.00496180767838556,0.00555144204809824
"BJSRC01",2018,489,2018-07-27,NA,0,0,0,0,NA,NA,NA,1,"Be joyful slate river C. Coordinates updated with data from Lake",10,1,2.8,24.630086404144,1,0,10,0,1,9,16.5,12.6888888888889,0.127594214829223,0.00518042091836735,24.630086404144,NA,NA,NA,NA,NA,NA,1,1,0.0406007507887488,0,0.0406007507887488,0.0406007507887488,0.0406007507887488,0.1,0,0.1,1,0.1,0.00406007507887488,0,0.00406007507887488,0.0406007507887488,0.00406007507887488
"BJSRC01",2020,489,2020-07-21,"Gavin, Courtenay",0,1,0,0,0,0,4,3,"Poop and cow path nearby",13,1,2.7,22.9022104446696,3,2,13,0,3,10,16.6,13.5,0.161459012838594,0.00704993141289437,22.9022104446696,10,10,2,1,0,0.284979576445997,3,5,0.130991722709379,0.0873278151395859,0.218319537848965,0.130991722709379,0.130991722709379,0.230769230769231,0.153846153846154,0.384615384615385,3,0.230769230769231,0.0100762863622599,0.00671752424150661,0.0167938106037665,0.130991722709379,0.0100762863622599
"BJSRC01",2023,489,2023-07-07,"EC, MB",0,1,0,0,0,0,2,3,NA,14,1,2.9,26.4207942166902,3,2,13,1,2,11,16.9,14.4454545454545,0.203907427375736,0.00771768727705113,26.4207942166902,13,12,3,0.923076923076923,0.0263040398842665,0.551732014326143,3,5,0.11354692729505,0.0756979515300334,0.189244878825084,0.11354692729505,0.11354692729505,0.214285714285714,0.142857142857143,0.357142857142857,3,0.214285714285714,0.0081104948067893,0.00540699653785953,0.0135174913446488,0.11354692729505,0.0081104948067893
"BLRZ",2018,135,2018-07-01,NA,NA,NA,0,1,NA,NA,NA,1,NA,11,1,5.5,95.0331777710912,1,0,11,0,1,10,6.2,11.59,0.188524618947433,0.00198377685950413,95.0331777710912,NA,NA,NA,NA,NA,NA,1,1,0.0105226408655799,0,0.0105226408655799,0.0105226408655799,0.0105226408655799,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.000956603715052714,0,0.000956603715052714,0.0105226408655799,0.000956603715052714
"BNXX",2018,212,2018-07-06,NA,NA,NA,1,0,NA,NA,NA,0,NA,11,1,3.3,34.2119439975928,0,0,11,0,0,11,21.7,21.8545454545455,0.418876402484761,0.0122435720844812,34.2119439975928,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BNXX",2023,212,2023-07-10,"HL, VM",0,0,1,0,0,0,2,0,NA,1,1,NA,NA,0,NA,1,0,0,1,22.8,NA,0.040828138126053,NA,34.2119439975928,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.0224197556226767,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.00203815960206152
"BOZM",2018,67,2018-06-26,NA,NA,NA,0,2,NA,NA,NA,1,NA,11,1,4.6,66.47610054996,1,0,11,0,1,10,21.7,22.85,0.417912718938272,0.00628666115311909,66.47610054996,NA,NA,NA,NA,NA,NA,1,1,0.0150430002922396,0,0.0150430002922396,0.0150430002922396,0.0150430002922396,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00136754548111269,0,0.00136754548111269,0.0150430002922396,0.00136754548111269
"BRDPJ",2018,308,2018-07-14,NA,1,1,1,2,NA,NA,NA,3,"Sparse but not unhealthy. unhealthy based on photos",11,1,4.8,72.3822947387088,3,1,11,0,3,8,25.9,22.2,0.314696477702743,0.00434769965277778,72.3822947387088,NA,NA,NA,NA,NA,NA,3,4,0.0414465997635144,0.0138155332545048,0.0552621330180192,0.0414465997635144,0.0414465997635144,0.272727272727273,0.0909090909090909,0.363636363636364,3,0.272727272727273,0.00376787270577404,0.00125595756859135,0.00502383027436538,0.0414465997635144,0.00376787270577404
"BRDPJ",2020,308,2020-07-13,"Gavin, Courtenay, Aiden",1,1,0,3,0,0,9,1,"not unhealthy, bear poop on plot",11,1,4.9,75.4296396126909,3,3,11,0,1,10,25.5,22.3125,0.317108435462537,0.00420402957101208,75.4296396126909,11,11,2,1,0,0.313477534090597,3,6,0.039772164037958,0.039772164037958,0.079544328075916,0.0132573880126527,0.039772164037958,0.272727272727273,0.272727272727273,0.545454545454545,1,0.272727272727273,0.003615651276178,0.003615651276178,0.007231302552356,0.0132573880126527,0.003615651276178
"BRDPJ",2023,308,2023-07-13,"EC MB",1,0,5,3,0,0,9,4,"unhealthy but beautiful",1,1,NA,NA,4,NA,0,1,0,0,NA,NA,NA,NA,72.3822947387088,11,10,3,NA,NA,0.466850165968275,4.46685016596827,NA,0.0552621330180192,NA,NA,0.0552621330180192,0.061711917010825,0.363636363636364,NA,NA,0.363636363636364,0.406077287815298,0.00502383027436538,NA,NA,0.00502383027436538,0.00561017427371136
"BS",2020,NA,2020-07-16,"Gavin",0,0,NA,NA,NA,NA,NA,0,"Baldy Summit, see scan for map, measured from base",6,1,0.67,1.41026094219646,0,0,6,0,0,6,3,2.56666666666667,0.00524331813884136,0.00371797727779015,1.41026094219646,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2018,328,2018-07-16,NA,NA,NA,11,0,NA,NA,NA,0,NA,11,1,5.5,95.0331777710912,0,0,11,0,0,11,28.7,21.2,0.442128900510306,0.00465236363636364,95.0331777710912,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2020,328,2020-07-20,"Gavin, Aidan",0,1,8,0,7,0,4,0,NA,11,1,5.6,98.5203456165759,0,0,11,0,0,11,28.9,20.6272727272727,0.433506014074365,0.00440016741071429,98.5203456165759,11,11,2,1,0,0.313477534090597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUCDS",2023,328,2023-07-17,"EC, HL",0,1,29,1,3,0,4,0,NA,1,1,NA,NA,0,NA,1,0,0,1,29.6,NA,0.0688134454842308,NA,95.0331777710912,11,11,3,NA,NA,0.466850165968275,0.466850165968275,NA,0,NA,NA,0,0.00491249663452051,0,NA,NA,0,0.0424409241789341,0,NA,NA,0,0.000446590603138228
"BVNP",2018,102,2018-06-28,NA,NA,NA,6,1,NA,NA,NA,2,NA,10,1,9.3,271.716348608981,2,2,10,0,2,8,37.6,26.6625,0.573848811891855,0.0021119406867846,271.716348608981,NA,NA,NA,NA,NA,NA,2,4,0.00736061709293076,0.00736061709293076,0.0147212341858615,0.00736061709293076,0.00736061709293076,0.2,0.2,0.4,2,0.2,0.000736061709293076,0.000736061709293076,0.00147212341858615,0.00736061709293076,0.000736061709293076
"BVNP",2023,102,2023-07-11,"HL VM",0,0,9,5,1,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,39.5,NA,0.122541748444087,NA,271.716348608981,10,10,5,NA,NA,0.697294021638848,0.697294021638848,NA,0,NA,NA,0,0.00256625714723667,0,NA,NA,0,0.0633903656035316,0,NA,NA,0,0.000233296104294242
"BWCM",2018,79,2018-06-27,NA,NA,NA,10,6,NA,NA,NA,1,NA,11,1,4.5,63.6172512351933,1,0,11,0,1,10,19.6,27.12,0.591876055936317,0.0093037037037037,63.6172512351933,NA,NA,NA,NA,NA,NA,1,1,0.0157190067251255,0,0.0157190067251255,0.0157190067251255,0.0157190067251255,0.0909090909090909,0,0.0909090909090909,1,0.0909090909090909,0.00142900061137504,0,0.00142900061137504,0.0157190067251255,0.00142900061137504
"BWRE",2018,206,2018-07-03,NA,NA,NA,5,1,NA,NA,NA,1,NA,11,1,7.8,191.134497044403,1,1,11,0,1,10,14.4,10.58,0.0908925586536599,0.000475542406311637,191.134497044403,NA,NA,NA,NA,NA,NA,1,2,0.00523191791886572,0.00523191791886572,0.0104638358377314,0.00523191791886572,0.00523191791886572,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.000475628901715066,0.000475628901715066,0.000951257803430132,0.00523191791886572,0.000475628901715066
"BWRE",2023,206,2023-07-17,"MB, VM",0,0,0,3,0,0,2,7,NA,1,1,NA,NA,7,NA,1,0,0,1,15.9,NA,0.0198556509688509,NA,191.134497044403,11,11,5,NA,NA,0.767023423802733,7.76702342380273,NA,0.0366234254320601,NA,NA,0.0366234254320601,0.0406364290272433,0.636363636363636,NA,NA,0.636363636363636,0.706093038527521,0.00332940231200546,NA,NA,0.00332940231200546,0.00369422082065848
"BXKLR",2018,316,2018-07-16,NA,NA,NA,27,14,NA,NA,NA,0,NA,10,1,6.7,141.026094219646,0,0,10,0,0,10,19,16.67,0.229725035802937,0.00162895411004678,141.026094219646,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BXKLR",2020,316,2020-07-15,"Gavin,  Aidan",0,0,20,13,4,3,2,0,NA,11,1,6.7,141.026094219646,0,0,11,0,0,11,19.5,16.0454545454545,0.24111802156118,0.00170974047672087,141.026094219646,10,10,2,1,0,0.284979576445997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BXKLR",2023,316,2023-08-19,"BB, CR",0,0,32,12,7,4,2,0,NA,14,1,8.8,243.284935093994,0,2,14,0,0,14,19.7,14.8428571428571,0.27974468863523,0.00114986441115702,243.284935093994,11,11,3,1,0,0.466850165968275,0,2,0,0.00822081317623426,0.00822081317623426,0,0,0,0.142857142857143,0.142857142857143,0,0,0,0.00058720094115959,0.00058720094115959,0,0
"BYFM",2018,35,2018-06-25,NA,NA,NA,3,0,NA,NA,NA,0,NA,11,1,9,254.469004940773,0,0,11,0,0,11,26.5,17.2727272727273,0.361082093232996,0.00141896296296296,254.469004940773,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BYUQ",2018,157,2018-07-02,NA,NA,NA,12,7,NA,NA,NA,0,NA,11,1,5.6,98.5203456165759,0,0,11,0,0,11,13.5,20.9636363636364,0.430351069651998,0.00436814413265306,98.5203456165759,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BYUQ",2023,157,2023-07-18,"HL, VM",0,0,1,18,0,0,0,1,NA,1,1,NA,NA,1,NA,1,0,0,1,15.1,NA,0.0179078635236252,NA,98.5203456165759,11,11,5,NA,NA,0.767023423802733,1.76702342380273,NA,0.0101501876971872,NA,NA,0.0101501876971872,0.0179356194169241,0.0909090909090909,NA,NA,0.0909090909090909,0.160638493072976,0.000922744336107928,NA,NA,0.000922744336107928,0.00163051085608401
"CAJTV",2018,468,2018-07-26,NA,0,0,0,0,NA,NA,NA,0,NA,11,1,9.4,277.591126871194,0,1,11,0,0,11,18.1,12.9272727272727,0.166669344254572,0.000600413082842915,277.591126871194,NA,NA,NA,NA,NA,NA,0,1,0,0.00360242062227015,0.00360242062227015,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.000327492783842741,0.000327492783842741,0,0
"CAJTV",2020,468,2020-07-22,"Aidan, Courtenay",0,0,2,0,0,0,0,1,NA,13,1,9.2,265.90440219984,1,2,13,0,1,12,18.3,13.1083333333333,0.185411300627726,0.000697285562381853,265.90440219984,11,11,2,1,0,0.313477534090597,1,3,0.00376075007305991,0.00752150014611982,0.0112822502191797,0.00376075007305991,0.00376075007305991,0.0769230769230769,0.153846153846154,0.230769230769231,1,0.0769230769230769,0.000289288467158455,0.000578576934316909,0.000867865401475364,0.00376075007305991,0.000289288467158455
"CAJTV",2023,468,2023-07-11,"EC MB",0,0,2,0,0,0,0,0,"edge of aspen clearing. 5 stars",1,1,NA,NA,0,NA,1,0,0,1,20,NA,0.0314159265358979,NA,277.591126871194,13,13,3,NA,NA,0.551732014326143,0.551732014326143,NA,0,NA,NA,0,0.00198757078637515,0,NA,NA,0,0.0501574558478312,0,NA,NA,0,0.000180688253306832
"CAKME",2018,401,2018-07-21,NA,NA,0,0,0,NA,NA,NA,2,NA,11,1,3,28.2743338823081,2,1,11,0,2,9,18.3,16.1666666666667,0.227613885539724,0.00805019444444444,28.2743338823081,NA,NA,NA,NA,NA,NA,2,3,0.0707355302630646,0.0353677651315323,0.106103295394597,0.0707355302630646,0.0707355302630646,0.181818181818182,0.0909090909090909,0.272727272727273,2,0.181818181818182,0.00643050275118769,0.00321525137559385,0.00964575412678153,0.0707355302630646,0.00643050275118769
"CAKME",2020,401,2020-07-22,"Gavin + Ben",0,0,0,0,0,0,5,2,NA,11,1,3,28.2743338823081,2,7,11,0,2,9,18.9,16.8,0.24262520063674,0.00858111111111111,28.2743338823081,11,11,2,1,0,0.313477534090597,2,9,0.0707355302630646,0.247574355920726,0.318309886183791,0.0707355302630646,0.0707355302630646,0.181818181818182,0.636363636363636,0.818181818181818,2,0.181818181818182,0.00643050275118769,0.0225067596291569,0.0289372623803446,0.0707355302630646,0.00643050275118769
"CAKME",2023,401,2023-07-07,"EC, MB",0,1,1,0,1,0,4,3,"steep, 2/5",1,1,NA,NA,3,NA,1,0,1,0,NA,NA,NA,NA,28.2743338823081,11,11,3,NA,NA,0.466850165968275,3.46685016596827,NA,0.106103295394597,NA,NA,0.106103295394597,0.12261474241618,0.272727272727273,NA,NA,0.272727272727273,0.315168196906207,0.00964575412678153,NA,NA,0.00964575412678153,0.0111467947651072
"CAVWP",2018,391,2018-07-21,NA,0,0,2,0,NA,NA,NA,0,"very red petioles",11,1,8.4,221.670777637296,0,2,11,0,0,11,19.8,17.2818181818182,0.281696403071273,0.00127078727324263,221.670777637296,NA,NA,NA,NA,NA,NA,0,2,0,0.0090223890641664,0.0090223890641664,0,0,0,0.181818181818182,0.181818181818182,0,0,0,0.000820217187651491,0.000820217187651491,0,0
"CAVWP",2020,391,2020-07-22,"Gavin + Ben",0,0,1,0,1,0,0,0,"Very red petioles",11,1,8.7,237.787147950211,0,8,11,0,0,11,20.5,16.9,0.276558328286326,0.00116304994054697,237.787147950211,11,11,2,1,0,0.313477534090597,0,8,0,0.0336435340133482,0.0336435340133482,0,0,0,0.727272727272727,0.727272727272727,0,0,0,0.00305850309212256,0.00305850309212256,0,0
"CAVWP",2023,391,2023-07-07,"EC, MB",1,0,0,1,0,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,21.7,NA,0.0369836141162224,NA,221.670777637296,11,11,3,NA,NA,0.466850165968275,0.466850165968275,NA,0,NA,NA,0,0.00210605191601822,0,NA,NA,0,0.0424409241789341,0,NA,NA,0,0.000191459265092565
"CBBE",2018,241,2018-07-08,NA,0,0,1,0,NA,NA,NA,0,NA,11,1,4.9,75.4296396126909,0,1,11,0,0,11,24.9,19.5,0.34886993719033,0.00462510412328197,75.4296396126909,NA,NA,NA,NA,NA,NA,0,1,0,0.0132573880126527,0.0132573880126527,0,0,0,0.0909090909090909,0.0909090909090909,0,0,0,0.00120521709205933,0.00120521709205933,0,0
"CBBE",2023,241,2023-07-10,"HL, VM",0,0,0,0,0,0,1,0,NA,1,1,NA,NA,0,NA,1,0,0,1,26,NA,0.0530929158456675,NA,75.4296396126909,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.0101687271441462,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000924429740376923
"CBLGE01",2018,442,2018-07-24,NA,1,0,0,4,NA,NA,NA,1,"CrestedButte Lake Grant edge. skipping PFZRH due tohomeowner property boundary nearby",11,1,4.2,55.4176944093239,1,1,11,0,1,10,21.6,12.66,0.161449588060633,0.00291332199546485,55.4176944093239,NA,NA,NA,NA,NA,NA,1,2,0.0180447781283328,0.0180447781283328,0.0360895562566656,0.0180447781283328,0.0180447781283328,0.0909090909090909,0.0909090909090909,0.181818181818182,1,0.0909090909090909,0.00164043437530298,0.00164043437530298,0.00328086875060596,0.0180447781283328,0.00164043437530298
"CBLGE01",2020,442,2020-07-09,"Gavin, Courtenay",1,0,0,4,NA,NA,8,0,"Crested Butte Lake Grant Edge. Skipping PFZRH due to homeowner boundary nearby",13,1,4.2,55.4176944093239,1,6,12,1,0,12,21.3,13.0916666666667,0.211458245318639,0.00381571712018141,55.4176944093239,11,10,2,0.909090909090909,0.0465361826677765,0.313477534090597,1,7,0.0180447781283328,0.108268668769997,0.12631344689833,0,0.0180447781283328,0.0769230769230769,0.461538461538462,0.538461538461538,0,0.0769230769230769,0.0013880598560256,0.0083283591361536,0.0097164189921792,0,0.0013880598560256
"CC01",2018,210,2018-07-03,NA,NA,NA,2,2,NA,NA,NA,0,NA,11,1,6.5,132.732289614169,0,0,11,0,0,11,15.1,14.5636363636364,0.212813057150499,0.00160332544378698,132.732289614169,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CC01",2023,210,2023-07-17,"MB, VM",0,0,0,0,2,0,0,0,NA,1,1,NA,NA,0,NA,1,0,0,1,18.1,NA,0.0257304292310638,NA,132.732289614169,11,11,5,NA,NA,0.767023423802733,0.767023423802733,NA,0,NA,NA,0,0.00577872517706389,0,NA,NA,0,0.0697294021638848,0,NA,NA,0,0.000525338652460354
